class_id,leg_rank,selected,stratum,arch_name,fe_role,flux_firings,Ea_rep_eV,Ea_std_eV,n_members,tok_kinds,n_tok,n_disp_gt1A,mover_rank,mover_margin_A,dra_stored_A,pred_search_run,pred_search_idx,pred_Ea_member_eV,prev_status,pct_pending_flux
8e6f02b3ab9492b2d74ccc39faf49a52bcfd8fe02f0b594132b513ee42c2e13c,11,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,30.168958326197824,0.3236669939615241,,1,HOLLOW_FCC,1,1,0,2.433812655219039,1.0356974008862683,NiFe_Ni95_Fe05_T800_8vac,1773,0.323666993961524,,0.290525672935395
a1eb1b8d1b0e93d2cf3fb9ebd257d1346a334abf32c954b77495b6d9b3cc411a,12,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,30.126277528410924,0.6368872336660562,,2,OTHER,1,1,0,2.4761664913663743,1.2590966620328663,NiFe_Ni95_Fe05_T700_3vac,522,0.6367069817397351,,0.29011465882730453
8475909f39b1ed4d99f7a35ce2c8ef3fc11a7aee60b2589da8c7111e786cfaa9,13,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,30.08147985097042,0.6638165165049941,,1,OTHER,1,1,0,2.4871801287854285,1.2687474392973908,NiFe_Ni95_Fe05_T500_9vac,872,0.6638165165049941,,0.28968325926608596
fbcdf3c2dafba13b7cd95f8dba23be78134a2b33acea9ea1913554c36bf0ce4f,14,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,30.01408417239367,0.6474752935700964,,1,OTHER,1,1,0,2.474665758160553,1.2767314769867082,NiFe_Ni95_Fe05_T800_1vac,615,0.6474752935700963,,0.289034241999406
71ab0234149cc761359875aefc5f28949caedb25bf99d5375244bb1cb51dc42a,15,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,29.684767845850477,0.5479495993443059,,2,OTHER,1,1,0,2.463190560398235,1.2648315856720014,NiFe_Ni95_Fe05_T700_3vac,497,0.6243549320706734,,0.28586294101038606
c0e46583835ad426f1de2e09d231c84a79bcf389b4144cb591e55de6cf128642,16,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,29.502349270989946,0.6527210571894101,,1,OTHER,1,1,0,2.4735977811745293,1.2651835903783792,NiFe_Ni95_Fe05_T800_4vac,553,0.6527210571894102,,0.2841062585739477
33f29bc4b112e7e0912821acfaec5c75c64726e0358d71b0d1ad488876659a51,17,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,29.41361876138665,0.6461421330423037,,1,OTHER,1,1,0,2.470825558847471,1.2695572883972572,NiFe_Ni95_Fe05_T700_2vac,365,0.6461421330423036,,0.2832517878715234
826095692e9f39d98343844a4c3b06be9a8b2eb72ee4d002f4147fa6a815ac82,18,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,29.38593734074389,0.6611454687399599,,1,OTHER,1,1,0,2.4857953080752715,1.266672232226044,NiFe_Ni95_Fe05_T800_1vac,581,0.66114546873996,,0.2829852170713953
6935a824142d9604d2e07a800884c8453968fa15a44e90776e03c6ab6465348c,19,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,29.26205253083963,0.6360248799228431,,1,HOLLOW_FCC,1,1,0,2.454059113914436,1.3395789945656298,NiFe_Ni95_Fe05_T700_10vac,814,0.636024879922843,,0.2817922120834619
b78566861958edd41db125fad883350cd3551ea7b18f94cc6cab81f56309f67f,20,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,28.38133026501032,0.660324519497408,,1,OTHER,1,1,0,2.487557670860017,1.2906126514788485,NiFe_Ni95_Fe05_T800_2vac,664,0.6603245194974079,,0.2733108974095292
47d6b0c5baef6d772d57a98e450ae5228aaf58b58d0f22b9111a57e9b255fd54,21,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,28.25263286840925,0.6264968845389377,,1,HOLLOW_FCC,1,1,0,2.454758753153551,1.1461256503142168,NiFe_Ni95_Fe05_T800_1vac,244,0.6264968845389376,,0.27207154743435646
76fdadd8b917f76a0223636fd397c8548cb2507b322868d57f043278ca1db689,22,True,A1_fe_mover,V1NN_inplane,A1_fe_mover,27.767728744447982,0.6472302222928193,,1,OTHER,1,1,0,2.470825558847471,1.268869355755927,NiFe_Ni95_Fe05_T700_2vac,366,0.6472302222928192,,0.2674019431543618
