idx_ref,class_id,flux,Ea_rep_eV,status,n_pad,n_bad_snap,pad_unresolved_top,pad_unresolved_bot,refine_ok,ladder_len,Ea_meas_eV,dE_meas_eV,nu0_diag_hz,n_imag_sad,mover_ok,dra_ok,dra_stored,dra_meas,relax_shift_max,class_id_stored_matches,class_id_ok,class_id_after,max_residual_before,max_residual_after,accepted,dEa_eV,in_band,error,saddle_token_flicker
174,fa68b9b6796417dacc20ca516e6c31bc3bd9196245c6965cb591abaf8fa40608,4.40860727866659,0.6134772250561582,measured_in_band,450,0,False,True,True,1,0.6058164983946881,-0.026091052984156704,33518591515288.164,1.0,True,True,1.2465786336188103,1.2577960726569437,0.07865887870197809,True,True,fa68b9b6796417dacc20ca516e6c31bc3bd9196245c6965cb591abaf8fa40608,0.07982219264094735,0.06227878137775189,True,-0.0076607266614701075,True,,False
37,a2a09181ced90f46330a8ca4ad075487f60ef16588ad23c560dfcbc7e8fe3f7b,2.976134734719281,0.7798382195715021,measured_in_band,450,0,False,True,True,1,0.7865546088714837,0.7811485688562243,306658455807194.6,1.0,True,True,1.053592514104551,1.054319793379052,0.08445219827718507,True,True,a2a09181ced90f46330a8ca4ad075487f60ef16588ad23c560dfcbc7e8fe3f7b,0.08598149572442167,0.06732219171070836,True,0.006716389299981529,True,,False
175,7123032168b9b76e2a1351871a49c3d87ba7bbfc2622616049fddc407097fe11,2.65992258947293,0.6407216034731392,measured_in_band,450,0,False,True,True,1,0.6340860921513922,0.02682383863157156,135676870149855.45,1.0,True,True,1.2576637292165278,1.2160670851136122,0.10368442609411405,True,True,e83974b23b1447e7b7d9886d291afee25d243e05811510ad77aca76d4bcf2b40,0.10417884241816619,0.09045165169978979,True,-0.006635511321747001,True,,True
154,66f624f9d8e81471aee7400d1e26aafe539adb85a92d50aaa400094bad174273,2.59336852866464,0.7859439060848672,measured_in_band,450,0,False,True,True,1,0.7709333409216015,0.762992497149753,311774360782086.2,1.0,True,True,1.050180171624531,1.0698758301729254,0.08688918472539889,True,True,66f624f9d8e81471aee7400d1e26aafe539adb85a92d50aaa400094bad174273,0.08689793228121905,0.07960617777923265,True,-0.01501056516326571,True,,False
411,c2837b126b1a474dd609be4a88beef1334d7bdcc9d7e290e6cc7f28e8a16f742,2.4769007960017,0.799380445033421,measured_in_band,450,0,False,True,True,1,0.7902690443020219,0.7846008325359435,346783584063712.6,1.0,True,True,1.0734187854914292,1.1113943353144737,0.08343309922949728,True,True,c2837b126b1a474dd609be4a88beef1334d7bdcc9d7e290e6cc7f28e8a16f742,0.08595893969202946,0.0918814451580538,True,-0.009111400731399044,True,,False
359,a554edd54b86fbb085e18bc9a8b31cf01ed191d5c36119cc9c4f84eff30d883d,2.40561790936293,0.7381459392145189,measured_in_band,450,0,False,True,True,1,0.730726211070305,-0.008429959646946372,611671670636686.5,1.0,True,True,1.128040501924128,1.1644119285299082,0.11003187243462645,True,True,a554edd54b86fbb085e18bc9a8b31cf01ed191d5c36119cc9c4f84eff30d883d,0.11307008884586059,0.10084521517512977,True,-0.007419728144213877,True,,False
143,06aae886ab29609250622430db9a71109e0218477c9301f2489451b524c87b6c,2.1631883060359,0.7568596755018007,measured_in_band,450,0,False,True,True,1,0.7504108009898118,-0.0010599064657981216,179476870428261.78,1.0,True,True,1.106464673575369,1.149572011666923,0.07949298432767939,True,True,06aae886ab29609250622430db9a71109e0218477c9301f2489451b524c87b6c,0.09000222571846266,0.0863249882139074,True,-0.0064488745119888335,True,,False
281,46e1b50ef6a25da72590e243a58891450db73fb50c9e45a5ae2f6f10e1631067,2.151754289042379,0.7310075162276917,measured_in_band,450,0,False,True,True,1,0.7323927098095737,0.006992711177645106,829912356046897.0,1.0,True,True,1.4496603849764669,1.4853450372826855,0.11802589085772622,True,True,46e1b50ef6a25da72590e243a58891450db73fb50c9e45a5ae2f6f10e1631067,0.1204260515225823,0.10489830574750757,True,0.0013851935818820493,True,,False
22,123329f8d4240fe597fc374c93652ebd94d012a11d84cfc4c742d2e6303f19a1,1.84747259219844,0.7570064236351755,measured_in_band,450,0,False,True,True,1,0.7508460842518616,-0.010402438002984127,420691655998148.3,1.0,True,True,1.1429328240039358,1.1817118180204247,0.08368422598713962,True,True,123329f8d4240fe597fc374c93652ebd94d012a11d84cfc4c742d2e6303f19a1,0.09704522108181689,0.0886234133766041,True,-0.00616033938331384,True,,False
98,75fde7e54bc00e9f6bb13dbb4be98d4f0151c423caf674c562822dc28c32375b,1.81753951890469,0.7947831146975659,measured_in_band,450,0,False,True,True,1,0.7878426442312048,0.7819179597049697,518169148637993.75,1.0,True,True,1.0652896596077306,1.1014313861277665,0.100164823117508,True,True,75fde7e54bc00e9f6bb13dbb4be98d4f0151c423caf674c562822dc28c32375b,0.10091082770237354,0.08545763082093373,True,-0.006940470466361148,True,,False
6,59471835743c0c6db76393be46e3257a184fbf3434d3e57c421b65ec18e4b9fc,1.8167148388634944,0.7594443958250849,measured_in_band,450,0,False,True,True,1,0.7504365817608232,-0.011458297247372684,355558603631705.7,1.0,True,True,1.1567409620148916,1.1937654690158046,0.08854736282217289,True,True,59471835743c0c6db76393be46e3257a184fbf3434d3e57c421b65ec18e4b9fc,0.10058673745963162,0.08781726353427369,True,-0.009007814064261765,True,,False
110,6e4805c19858221706ff597ccdc0bed2104782e9e91f165097a38140a6496796,1.7725193287372998,0.7333558695909232,acceptance_failed,450,0,False,True,True,1,0.7230829074351277,-0.01735204730039186,794816543443537.5,1.0,True,True,1.155296270094239,1.1929303016095794,0.12084302660828851,True,False,44f5ad3866b8dd4b59e0e7dfdbfe299cfecb3fb629c95c09b49769f846f66ccc,0.12625606948458395,0.11293800665074105,False,-0.01027296215579554,True,,False
96,2a60b77a4ab1fe6cd8e7bd234af2125dfdb16326200325cfd4b8c834c8a1e215,1.6776518899014898,0.7945840088159457,acceptance_failed,450,0,False,True,True,1,0.7916266598122093,0.786933190482614,349866034814801.8,1.0,True,True,1.0718782818114723,1.1094860971825808,0.08048673289258518,True,False,5d6b756c62fdb1f5c58f06d4ab5a67fd666b27e1ea4de450ab4cfbd6788d1674,0.08468859207118622,0.07378827061972534,False,-0.0029573490037364536,True,,False
35,597fc4d9724b6bc16c7214015abf5c0657a72f600e4307054d3608fe7d9f9d98,1.6138302832875802,0.7627267643993036,measured_in_band,450,0,False,True,True,1,0.7522677255205963,-0.00869985946064844,668856796233115.5,1.0,True,True,1.1521075973802972,1.1905255609590903,0.12116581274222542,True,True,597fc4d9724b6bc16c7214015abf5c0657a72f600e4307054d3608fe7d9f9d98,0.12181253505840536,0.0893909852027811,True,-0.01045903887870736,True,,False
0,2356ac89e125f0aa75256602ae8ffee22c6c3a61543eca6aa3f79c1b7e073321,1.570776043880208,0.7574650067481344,measured_in_band,450,0,False,True,True,1,0.7489436831242529,-0.012361828419670928,705656076443145.8,1.0,True,True,1.1528092260224807,1.1910192420237242,0.11045463801303411,True,True,2356ac89e125f0aa75256602ae8ffee22c6c3a61543eca6aa3f79c1b7e073321,0.11159086214068901,0.08463905626526703,True,-0.008521323623881583,True,,False
423,c9e0829940ae7f3985dae26b77af6ec4b3cf9e1dc30262efd280bbb534b9f6df,1.462152519646,0.6118078996169062,measured_in_band,450,0,False,True,True,1,0.6053115346644518,0.045128802129511314,24859703147981.277,1.0,True,True,1.2341481339249414,1.2360430942018863,0.05418468484042456,True,True,c9e0829940ae7f3985dae26b77af6ec4b3cf9e1dc30262efd280bbb534b9f6df,0.0864646686768563,0.06836509346644294,True,-0.006496364952454425,True,,False
152,0909b0fead0c8a39fa80d694ebc657e2a23c464fe74b7402dae86c0c9de1f0da,1.45130548165908,0.806443712809596,acceptance_failed,450,0,False,True,True,1,0.7996530411110143,0.7960975173837141,414626554266693.5,1.0,True,True,1.0709813379389326,1.103009864732601,0.10447375656416048,True,False,919d1575a00c021c537fdf4477aff3a7a76ab9edd21dff5699a1a5088fc2100e,0.10668737805690834,0.08925329718851212,False,-0.006790671698581718,True,,False
250,7c5a55a044ad6b847e4151d063af86447120d4fddc0d09983f755ee6547f5346,1.37833295572877,0.7346371941912367,measured_in_band,450,0,False,True,True,1,0.7291938604589632,-0.020284255521801242,953979360680327.6,1.0,True,True,1.0556748797656483,1.0943590003833796,0.12832282722139643,True,True,7c5a55a044ad6b847e4151d063af86447120d4fddc0d09983f755ee6547f5346,0.1309976775555041,0.11707520315902853,True,-0.00544333373227357,True,,False
304,0f3e1a9666c49cc2617805d7bb63809c2fd0ff24e0958a2594ccf14654dfa201,1.3727057280945,0.8154114766475685,measured_in_band,450,0,False,True,True,1,0.808735082648127,0.028835741280545335,112755639274185.9,1.0,True,True,1.0979499311954584,1.0855765595983828,0.0634090731555105,True,True,0f3e1a9666c49cc2617805d7bb63809c2fd0ff24e0958a2594ccf14654dfa201,0.07199458084446919,0.07410187095457722,True,-0.006676393999441532,True,,False
116,0bf8773feb2ee77c8b413a5f49e211ca15b35723d2c4ff5d30fddb8da67b2ffd,1.2636362813217,0.7490789095554646,measured_in_band,450,0,False,True,True,1,0.7440838339530274,-0.010720062286509346,335872988084359.94,1.0,True,True,1.1611657881973882,1.1962111152735757,0.0915775126671876,True,True,0bf8773feb2ee77c8b413a5f49e211ca15b35723d2c4ff5d30fddb8da67b2ffd,0.10654930023479631,0.09492414060347097,True,-0.004995075602437282,True,,False
392,fec36243352bda3a137a2e9aa9317a1560aa1d4814b779c9eb434f599719109c,1.23361847296018,0.7350198767944676,measured_in_band,450,0,False,True,True,1,0.7282395709826233,0.00544999495969023,284107426694352.5,1.0,True,True,1.1460731612924335,1.1827629535476356,0.08461055671481929,True,True,fec36243352bda3a137a2e9aa9317a1560aa1d4814b779c9eb434f599719109c,0.10784995240681589,0.09212697321655042,True,-0.0067803058118443005,True,,False
435,10f2625d22d9c9ab3766535a0705f9db2d1dffd4f981dfa83a077ca9fd9a0517,1.1731479252316,0.5707770636154238,acceptance_failed,450,0,False,True,True,1,0.5689668261329643,-0.026765320733829867,17823773686478.246,1.0,True,True,1.3431407436781322,1.316303174149163,0.06678339529620572,True,False,640b2a8d9497afbd1b4d9e76867c50c6cc558cbbe51ab897e9d49afa0de490b2,0.07730141108732672,0.08454653108503715,False,-0.0018102374824594536,True,,False
354,eafa90742d588f4c0018939f195f58065e206fe1fb1ee8a645ae15bfb0bc41e3,1.125651501292,0.8220628128192402,measured_in_band,450,0,False,True,True,1,0.8178380896742965,0.01808851489022345,214457366595188.25,1.0,True,True,1.1557445423626675,1.188460978144004,0.09242667421596357,True,True,eafa90742d588f4c0018939f195f58065e206fe1fb1ee8a645ae15bfb0bc41e3,0.09439736477657094,0.08456765643347784,True,-0.0042247231449437095,True,,False
71,ab2669d3772f9edacaadcbf59ee3b03639478bfc731f672acb5db843605cf983,1.00516901298211,0.777423190558693,measured_in_band,450,0,False,True,True,1,0.7746638966100363,-0.027261230106887524,255699196106601.3,1.0,True,True,1.04220345425125,1.0448201167810212,0.08324907688532372,True,True,ab2669d3772f9edacaadcbf59ee3b03639478bfc731f672acb5db843605cf983,0.0831892439889167,0.0754576261681845,True,-0.0027592939486567047,True,,False
201,520aa8ac4f827ca296a3b527f7d5077eb53d85e532aad8d743695e5bfb4de4cf,0.97192920238127,0.7455591975949574,acceptance_failed,450,0,False,True,True,1,0.734506132389015,-0.012631551855974976,1169134334726371.8,1.0,True,True,1.168713168969334,1.210817311984186,0.13679495301987307,True,False,942397dcc7ad3871e617c69cad29d358e63d0c49151bc7c6234b4be54b5513a9,0.13686600838388552,0.12528037508889175,False,-0.011053065205942403,True,,False
124,be7bcee1e35ba325e1a49774184f4cbfc3b33b3f53aa93c600946ac8e545745e,0.9281832227114,0.5795079551817254,measured_in_band,450,0,False,True,True,1,0.5753607502424529,-0.035856775943557295,266024635969000.75,1.0,True,True,1.2204703504366872,1.1588780665418936,0.10960154032470694,True,True,be7bcee1e35ba325e1a49774184f4cbfc3b33b3f53aa93c600946ac8e545745e,0.1120071247880369,0.11622746036628216,True,-0.004147204939272453,True,,False
402,56ca5a78db0e33e3e67afeb890050203cf1d475de0013b82ca56520a62ed5529,0.75657665478657,0.8305966096622798,measured_in_band,450,0,False,True,True,11,0.8246449049233888,0.029404733179035247,156987288048006.25,1.0,True,True,1.4286231331806822,1.4635616703198016,0.08445469290464412,True,True,56ca5a78db0e33e3e67afeb890050203cf1d475de0013b82ca56520a62ed5529,0.08506421002164248,0.07477771035752036,True,-0.0059517047388909505,True,,False
204,a1268c0178d6c153db08797ce845b5c3f548126ff14335d4b9cf3371ce6d499e,0.75377793100281,0.7540084569673127,measured_in_band,450,0,False,True,True,1,0.7462335573359269,0.004647658162411972,133785502321480.02,1.0,True,True,1.1588988126362245,1.1934074485002888,0.07235554353339067,True,True,a1268c0178d6c153db08797ce845b5c3f548126ff14335d4b9cf3371ce6d499e,0.10471149579769817,0.0926667462376959,True,-0.007774899631385779,True,,False
146,d39e02b25986f188cdc42cd91496b2091c004f11c0b36aa0a4a6e277d68cba3f,0.7508206492719001,0.8096232634461558,acceptance_failed,450,0,False,True,True,11,0.8066230285348865,-0.021109485107899673,531298255305492.56,1.0,True,True,1.4426704069320129,1.4797303928526535,0.1123186960339846,True,False,13fc74489e01af8d7df04ae5aff0206b7f640584713472aeb1eb0064897ee3fb,0.11617460201769493,0.11487017291404929,False,-0.0030002349112692173,True,,False
417,cdd160b393ff69993225ddc5a0d59d8d4ecdef8d2a3687a4954977d667d561ef,0.7367057644615,0.693209208571716,measured_in_band,450,0,False,True,True,1,0.6891525928126612,0.675793983793028,1174564104687240.8,1.0,True,True,0.9858323249811733,1.0367016604025954,0.11835176680079797,True,True,cdd160b393ff69993225ddc5a0d59d8d4ecdef8d2a3687a4954977d667d561ef,0.12149052201785403,0.10592714403492308,True,-0.004056615759054805,True,,False
233,ad27f9c22d849cfa87f7ea2a496e1edd02ce5750ed9051df86c025297254e917,0.722579755599232,0.7631853191433039,measured_in_band,450,0,False,True,True,1,0.754951304189035,-0.004125958718759648,676518768593375.6,1.0,True,True,1.4440423009369947,1.4905361569415718,0.12394689518088609,True,True,ad27f9c22d849cfa87f7ea2a496e1edd02ce5750ed9051df86c025297254e917,0.12437903190579952,0.11493500426420335,True,-0.008234014954268898,True,,False
230,9a65d59de4a17990b0ac319f048ba33fc817591db3ba127a136412fa0a15d778,0.676988569565465,0.7418149898039701,measured_in_band,450,0,False,True,True,1,0.7349384980102514,-0.004768111715293344,487658171711621.06,1.0,True,True,1.1717438270219758,1.2104428834549557,0.11081897980446415,True,True,22ce23075db6d7434270ac6cdbdb8bc0fcb1f9ea17a0b9e67b25360715e7fad8,0.11189571821473834,0.09658390203121489,True,-0.006876491793718742,True,,True
347,4ecf3c5e19b226fc5c77648068ceea4b512736d0822517496acd889c8e71c04a,0.669353533607,0.7498372486161315,measured_in_band,450,0,False,True,True,1,0.7411174983271849,-0.004386321047604724,930701656199217.4,1.0,True,True,1.1545330570208479,1.1941040900421642,0.12415097319506074,True,True,4ecf3c5e19b226fc5c77648068ceea4b512736d0822517496acd889c8e71c04a,0.12492285125621735,0.11509275869323651,True,-0.00871975028894667,True,,False
91,7f17b0763a2cde8dc90c0941ad8cce0e8436feb1f7953c14e892fc9f16d74916,0.6393201515836999,0.8264914335704816,measured_in_band,450,0,False,True,True,1,0.819590907789916,0.014431089788104146,239057343444775.72,1.0,True,True,1.1538730936443775,1.187218033542281,0.08460802990116226,True,True,7f17b0763a2cde8dc90c0941ad8cce0e8436feb1f7953c14e892fc9f16d74916,0.08614742460876548,0.08732355518294002,True,-0.006900525780565658,True,,False
32,d77e88204fc7c014e0f3666079281796192bcd81f0fe6a3abcde873763fe4fa3,0.6154716834756,0.8111674382134878,measured_in_band,450,0,False,True,True,11,0.8054850639987308,-0.01779225447535282,226505159355304.94,1.0,True,True,1.4324123311074533,1.4664123943657805,0.08412867643668465,True,True,d77e88204fc7c014e0f3666079281796192bcd81f0fe6a3abcde873763fe4fa3,0.0876600049857253,0.08082469498804948,True,-0.0056823742147570355,True,,False
100,835901b497699cef470b52522694f6fc86dd77480fa43bcb47d8599566e81534,0.603857748882441,0.8246578344851515,measured_in_band,450,0,False,True,True,1,0.8167387571816107,0.017463557649534778,132536047914814.8,1.0,True,True,1.1870108764616765,1.2205918017807018,0.07750729812624381,True,True,835901b497699cef470b52522694f6fc86dd77480fa43bcb47d8599566e81534,0.0827236601743754,0.08580312354784134,True,-0.0079190773035408,True,,False
125,be834fc760cb8ace6dbfc22fd27765037f431e22041c7f7667014d151c0dc6f4,0.6029400253916701,0.614828216431306,measured_in_band,450,0,False,True,True,1,0.6093287964758929,0.036330309732420574,31324189104223.293,1.0,True,True,1.2552721152887392,1.2584446567821879,0.06727277308230055,True,True,23cfd8489076dd5e203edb0adb6a8cbdb8cc4cd5bcd9f7b496f0ca3c36bba112,0.07448414053007002,0.07057465286565164,True,-0.005499419955413143,True,,True
436,4c18235a45c1b31164b7ca593c727d7f294333cb95c0b47b398c9c30df0e1860,0.5929218639838799,0.5989420436962974,acceptance_failed,450,0,False,True,True,1,0.5963743827310282,0.024957692115094687,55335009593933.84,1.0,True,True,1.1767545428393194,1.176231701819826,0.08585716869132004,True,False,bc9fd76d31f55e1c76b4d0e4c7363d321257fce70f3ecccb0aa454ae995e23af,0.0865227903281981,0.0757495018592459,False,-0.0025676609652692806,True,,False
28,2d22edc9fc57725b566836e9197faef1794b0cf72e31fad70fb9660ed78c52de,0.5672303664453,0.8141040410710049,measured_in_band,450,0,False,True,True,11,0.8061222869823723,-0.017542948844948114,264876287874872.5,1.0,True,True,1.4285932001793475,1.4641020993277802,0.08490135383282366,True,True,2d22edc9fc57725b566836e9197faef1794b0cf72e31fad70fb9660ed78c52de,0.08529592526280129,0.08206160838525123,True,-0.007981754088632553,True,,False
147,878d60991effd59432926f0ee49076733643a25049b93dcda93b83a5d5934a9c,0.54322739125342,0.8299175030442711,measured_in_band,450,0,False,True,True,1,0.8292408938868903,0.020127169457737182,140357537711266.44,1.0,True,True,1.1465622476570214,1.1815415179180901,0.07285846491009634,True,True,878d60991effd59432926f0ee49076733643a25049b93dcda93b83a5d5934a9c,0.08147935682053813,0.07597816893865053,True,-0.0006766091573808808,True,,False
76,8b47a4e47f3f84f467860cfec90efaf4e8797e07e9455df3ff35d2bc0a98c8d0,0.51056750988423,0.7792832319209992,acceptance_failed,450,0,False,True,True,11,0.7809252084048239,-0.00914918892976857,67481185814088.61,1.0,True,True,1.4139633528159132,1.4352826680302182,0.05990897625506689,True,False,6581208c8caf285d541d3bf6a08e6022608547aa77effc57bedb981d9a3269b8,0.06503332523315397,0.07211356216117308,False,0.001641976483824692,True,,False
150,30795b8fff40bc14e17559f2c704b6502f09cf1ea74b56ac2734509b5781dc58,0.50976062794037,0.8116122512228685,measured_in_band,450,0,False,True,True,11,0.807489058878673,0.01085427972702746,79735296534848.97,1.0,True,True,1.3216541783495974,1.3509542623742377,0.07216745216765078,True,True,30795b8fff40bc14e17559f2c704b6502f09cf1ea74b56ac2734509b5781dc58,0.07410497293417433,0.07065505935634361,True,-0.004123192344195559,True,,False
405,bbf1c0a37260601585df11707cd7e88d2de4295fe4560599696478d7025e2e05,0.50551607310836,0.781799611751012,acceptance_failed,450,0,False,True,True,1,0.7743947498815942,0.011779160882269935,294977019767041.3,1.0,True,True,1.180461653947571,1.2161785501556557,0.08293679828590904,True,False,4eefb3d5b4856062896f2daa81f252cb96193f88f1acfcf21310e78a8f406d70,0.10822509399070762,0.09311322821296505,False,-0.0074048618694178,True,,False
386,5fba8bef4f26c1173fc96a81891ee92eeed28643dd31e4260afece390f68c8fb,0.5030132481401001,0.6210056718891792,measured_in_band,450,0,False,True,True,1,0.6156258446849279,0.04603700208417649,159398819316448.88,1.0,True,True,1.20620474787813,1.155710899331447,0.08025070032393893,True,True,136299c4df0eba428d76ae9415f48c7d97956337876f591e11b4809378d034ff,0.08446377413812567,0.09256382690190966,True,-0.005379827204251342,True,,True
249,36b43f23b0c45dcf4991bdc7b8931bf858e165a568501fe58eb179c20eae004b,0.450992153484782,0.7521862407156732,acceptance_failed,450,0,False,True,True,1,0.7464232083602838,0.018489950502498687,426376234006166.44,1.0,True,True,1.5447304239285915,1.582866909388509,0.11046352884555907,True,False,e92f83586dee59f9199afe9d5c476c2d3e0d80c217718615322a872b730d21f0,0.11311327252182768,0.0966538602494352,False,-0.005763032355389441,True,,False
224,aae4e643bb40e883cbe6097ffa3a6ec70ee0485509ac68b3562ced8f8f57d84f,0.4454214707858749,0.7591195082577542,measured_in_band,450,0,False,True,True,1,0.7548784517757667,0.013629445621518244,240409573855379.88,1.0,True,True,1.4362842672155927,1.4710051426377753,0.09303957513881306,True,True,aae4e643bb40e883cbe6097ffa3a6ec70ee0485509ac68b3562ced8f8f57d84f,0.0985231131067857,0.08140476324690982,True,-0.004241056481987471,True,,False
169,27bb2b2649994c2436f1e87495767ad43c88e8c67e4c22b1f46b3c98ebd498f6,0.432811730845395,0.7424406073041608,measured_in_band,450,0,False,True,True,1,0.7372102086742416,0.009285096239636914,127730207352152.9,1.0,True,True,1.5124162661420157,1.5517544101113454,0.06987133376242481,True,True,27bb2b2649994c2436f1e87495767ad43c88e8c67e4c22b1f46b3c98ebd498f6,0.09545905854804344,0.07717153517201332,True,-0.005230398629919253,True,,False
118,7af75647c3bd3952c5c67beb6afa8dfa59bee28f2228d1f45b47538016867de7,0.415532930384,0.8030337415475515,acceptance_failed,450,0,False,True,True,1,0.7974879128787506,-0.011818238364412537,275964006096552.2,1.0,True,True,1.3911663135317875,1.422290575496707,0.09592847766958851,True,False,c15c3e4faa30c56b971827fa3a14e6170379c44ba832a871d5148a90d5f48f60,0.09743055906518883,0.07301774328048702,False,-0.005545828668800823,True,,False
316,c54932adb598cd1feaa37dd7414aa400fcf6cbb6e77dbb1d36cacaaaef8d5189,0.3846607667794,0.7688552508052453,measured_in_band,450,0,False,True,True,1,0.7625503519780068,0.02077472502924138,157841902586153.28,1.0,True,True,1.143752547824295,1.1754314562134356,0.07370066029455759,True,True,c54932adb598cd1feaa37dd7414aa400fcf6cbb6e77dbb1d36cacaaaef8d5189,0.0984526341583383,0.08950866557625073,True,-0.006304898827238503,True,,False
345,1d2e44193abb70496ed18a310d0dea4c33a6d488507ac274602502fd980c9f70,0.3365226842091,0.7941272321413635,acceptance_failed,450,0,False,True,True,1,0.7892483603936853,-0.02010061506234706,556734673944356.1,1.0,True,True,1.110470168001709,1.1521958140190316,0.11528003228465988,True,False,1b07b202aed31cf12064440d3c57bc0a778f8aeb831900123ec8820ac8969043,0.12317901531722056,0.11107639916362068,False,-0.004878871747678204,True,,False
